Wall time,Step,Value
1731747515.928558,1,0.17574074864387512
1731747516.1698372,2,1.8587143421173096
1731747516.5134027,3,1.5138919353485107
1731747516.7630475,4,-0.3299928605556488
1731747516.9900918,5,1.7598234415054321
1731747517.3154528,6,-0.37692639231681824
1731747517.6305926,7,1.0828986167907715
1731747517.8632374,8,0.5455126762390137
1731747518.157288,9,0.3514103293418884
1731747518.3857434,10,1.6860836744308472
1731747518.641794,11,0.06963855773210526
1731747518.8857725,12,0.7073070406913757
1731747519.0984926,13,1.0018110275268555
1731747519.2944515,14,0.9944614768028259
1731747519.4966998,15,2.1107704639434814
1731747519.7259467,16,0.4693763256072998
1731747519.9680142,17,-0.42971569299697876
1731747520.253856,18,1.427161455154419
1731747520.5185876,19,2.4203200340270996
1731747520.7499166,20,1.0834161043167114
1731747520.994701,21,0.5496447682380676
1731747521.2962573,22,1.5124996900558472
1731747521.5181532,23,0.9773930907249451
1731747521.8183868,24,-1.3081179857254028
1731747522.0383565,25,0.7532010078430176
1731747522.2582572,26,0.5461557507514954
1731747522.4827373,27,1.2399719953536987
1731747522.7788787,28,1.5764579772949219
1731747523.0272157,29,-0.360069215297699
1731747523.2325156,30,0.4748491644859314
1731747523.5445626,31,0.18863898515701294
1731747523.777984,32,0.6162600517272949
1731747523.9830313,33,-1.7800617218017578
1731747524.2213233,34,0.06015399843454361
1731747524.5151374,35,1.1817461252212524
1731747524.7413702,36,-0.3283921480178833
1731747524.969483,37,-0.019236315041780472
1731747525.2751021,38,-1.105940341949463
1731747525.482539,39,-0.18347583711147308
1731747525.692895,40,1.8615950345993042
1731747525.9073088,41,0.07953616976737976
1731747526.2125213,42,1.0159038305282593
1731747526.4295573,43,-0.7144904732704163
1731747526.6487944,44,0.11599648743867874
1731747526.9285715,45,-1.936827301979065
1731747527.1911938,46,1.097637414932251
1731747527.394344,47,-0.2897821068763733
1731747527.6071157,48,0.5486987233161926
1731747527.8994367,49,1.5180426836013794
1731747528.1502988,50,0.151233971118927
1731747528.3690424,51,0.0726085677742958
1731747528.685434,52,-2.5751187801361084
1731747528.9051104,53,1.1221919059753418
1731747529.112153,54,0.34890222549438477
1731747529.322584,55,-0.7038221955299377
1731747529.6320264,56,0.45331838726997375
1731747529.8586843,57,0.43603959679603577
1731747530.0598772,58,0.9321202635765076
1731747530.3840535,59,1.765958547592163
1731747530.601096,60,0.7331849932670593
1731747530.8049636,61,-0.8630509972572327
1731747531.0775986,62,0.3454905152320862
1731747531.322861,63,0.42031919956207275
1731747531.6353972,64,-0.8397285342216492
1731747531.865953,65,0.6642370820045471
1731747532.093834,66,-0.4151884615421295
1731747532.297948,67,1.7304999828338623
1731747532.6250494,68,0.12715627253055573
1731747532.8828156,69,-1.0294674634933472
1731747533.1320996,70,0.8512547612190247
1731747533.4211793,71,0.28665804862976074
1731747533.687025,72,0.538828432559967
1731747533.9352112,73,1.1196314096450806
1731747534.227801,74,1.0608268976211548
1731747534.4460216,75,1.5656238794326782
1731747534.6684973,76,0.5285097360610962
1731747534.884545,77,0.9005995988845825
1731747535.2007027,78,3.0601730346679688
1731747535.4125795,79,0.49532464146614075
1731747535.637187,80,1.2535264492034912
1731747535.8939676,81,-0.9736543297767639
1731747536.1631258,82,0.6658446788787842
1731747536.3814843,83,-0.31513768434524536
1731747536.5965312,84,0.4604286551475525
1731747536.8987164,85,-0.7787151336669922
1731747537.1177971,86,-0.22351913154125214
1731747537.3397925,87,1.2158534526824951
1731747537.543833,88,-0.3159770667552948
1731747537.7555122,89,0.5429502725601196
1731747537.9682462,90,0.8896682858467102
1731747538.2377548,91,-0.7697170972824097
1731747538.4893143,92,1.9834824800491333
1731747538.690045,93,0.2860383689403534
1731747538.901165,94,1.65098237991333
1731747539.2010477,95,0.18720102310180664
1731747539.4334831,96,-0.5658766031265259
1731747539.6451297,97,0.8566513061523438
1731747539.854604,98,2.015331268310547
1731747540.0671566,99,1.876118540763855
1731747540.287444,100,-0.10913999378681183
1731747540.6070056,101,1.1302404403686523
1731747541.041646,102,0.8334186673164368
1731747541.339199,103,-0.1516621708869934
1731747541.6776493,104,0.4716585576534271
1731747541.9374828,105,0.49781787395477295
1731747542.228108,106,0.5786822438240051
1731747542.4843228,107,0.4541075825691223
1731747542.801461,108,0.268589586019516
1731747543.0494933,109,1.1412314176559448
1731747543.326818,110,-1.472222924232483
1731747543.5959022,111,-1.107128381729126
1731747543.8923843,112,0.7560948729515076
1731747544.1851435,113,0.2460346668958664
1731747544.4501748,114,0.4901319146156311
1731747544.715409,115,-0.6502628922462463
1731747545.0268457,116,-1.5375779867172241
1731747545.3328388,117,0.7419317960739136
1731747545.6731648,118,2.483344316482544
1731747545.9593544,119,-0.9989517331123352
