Wall time,Step,Value
1731225010.0987065,1125,0.22782546281814575
1731225010.614158,1150,0.30301761627197266
1731225012.7000988,1250,0.5961838960647583
1731225013.2235024,1275,0.6815210580825806
1731225014.291601,1325,0.8850846290588379
1731225014.8001633,1350,0.9305281043052673
1731225015.3281155,1375,1.0183649063110352
1731225016.4109726,1425,1.1248332262039185
1731225016.9576564,1450,1.2751703262329102
1731225017.480003,1475,1.4110374450683594
1731225018.0055091,1500,1.4527474641799927
1731225020.114281,1600,1.9331661462783813
1731225024.8637304,1825,3.359825611114502
1731225025.3733075,1850,3.5793371200561523
1731225026.4446452,1900,3.849428653717041
1731225028.0208557,1975,4.458307266235352
1731225028.544545,2000,4.602362155914307
1731225029.6059704,2050,5.213746070861816
1731225030.6629388,2100,5.461542129516602
1731225031.1893108,2125,5.946847438812256
1731225032.2480044,2175,6.826605319976807
1731225033.3548555,2225,7.24314022064209
1731225033.8768263,2250,7.899100303649902
1731225035.4487221,2325,8.854682922363281
1731225035.97059,2350,8.710018157958984
1731225036.5032568,2375,9.69547176361084
1731225037.046922,2400,10.233443260192871
1731225037.5535426,2425,10.409775733947754
1731225039.1424775,2500,11.265892028808594
1731225039.6708593,2525,12.471881866455078
1731225040.7977946,2575,13.333636283874512
1731225041.8588955,2625,14.440385818481445
1731225042.405841,2650,15.153745651245117
1731225042.9400077,2675,15.120979309082031
1731225043.4576926,2700,16.485702514648438
1731225045.0635316,2775,18.660978317260742
1731225045.612644,2800,18.000507354736328
1731225046.1488585,2825,19.50702667236328
1731225046.6900017,2850,19.980342864990234
1731225047.7466164,2900,21.520313262939453
1731225049.320382,2975,24.6920108795166
1731225051.9657607,3100,27.876575469970703
1731225052.4765463,3125,30.43710708618164
1731225053.0295365,3150,29.905454635620117
1731225053.5585175,3175,32.261207580566406
1731225054.0943305,3200,32.8829345703125
1731225054.6337876,3225,34.03516387939453
1731225057.3122125,3350,39.62400436401367
1731225061.5716822,3550,48.17074203491211
1731225063.1486514,3625,51.58563232421875
1731225063.6788175,3650,52.86137390136719
1731225067.4429023,3825,61.001441955566406
1731225069.0298505,3900,64.7138442993164
1731225070.0883968,3950,69.2922592163086
1731225070.629624,3975,67.4076919555664
1731225071.1607547,4000,69.94508361816406
1731225073.2932067,4100,78.077880859375
1731225073.8236978,4125,76.08633422851562
1731225074.348229,4150,79.88864135742188
1731225075.932986,4225,83.6861343383789
1731225076.4643254,4250,83.2550048828125
1731225078.067303,4325,86.29019165039062
1731225080.2493486,4425,89.44607543945312
1731225081.3142219,4475,98.04676818847656
1731225082.3939216,4525,99.33123779296875
1731225082.9440055,4550,94.81536102294922
1731225083.4748366,4575,91.58262634277344
1731225084.0089724,4600,90.32948303222656
1731225086.1133633,4700,96.82026672363281
1731225087.187291,4750,94.83544921875
1731225088.74374,4825,89.53604125976562
1731225089.2720208,4850,90.78753662109375
1731225089.7937872,4875,97.42676544189453
1731225090.8376703,4925,98.14212799072266
1731225091.3764184,4950,93.04395294189453
1731225091.882737,4975,95.09605407714844
1731225093.4838538,5050,93.48023986816406
1731225094.5219002,5100,94.35035705566406
1731225095.0772507,5125,96.23738098144531
1731225096.1431785,5175,95.91903686523438
1731225096.6988497,5200,98.75669860839844
1731225098.2905936,5275,100.38636016845703
1731225100.9616678,5400,99.38017272949219
1731225101.479049,5425,101.0211410522461
1731225101.987978,5450,99.66450500488281
1731225103.0552735,5500,102.00371551513672
1731225103.6065023,5525,99.45681762695312
1731225104.670139,5575,99.79672241210938
1731225105.7493186,5625,106.01177978515625
1731225106.3026068,5650,102.82028198242188
1731225106.86598,5675,101.25401306152344
1731225107.3877845,5700,103.570556640625
1731225108.463243,5750,102.8955078125
1731225108.9977133,5775,101.03335571289062
1731225112.692806,5950,108.22677612304688
1731225114.8199887,6050,104.31486511230469
1731225116.934202,6150,101.59330749511719
1731225117.4643335,6175,108.07927703857422
1731225117.9886484,6200,105.22591400146484
1731225120.1654475,6300,102.01419830322266
1731225121.8924327,6375,106.58604431152344
1731225123.477593,6450,106.50883483886719
1731225124.029009,6475,108.04261016845703
1731225125.6124554,6550,107.32740020751953
1731225126.1577005,6575,107.99186706542969
1731225127.2355447,6625,107.3924560546875
1731225127.765949,6650,108.08326721191406
1731225128.3053415,6675,106.26629638671875
1731225129.3968287,6725,107.31079864501953
1731225129.9335387,6750,110.21439361572266
1731225130.4464607,6775,108.97842407226562
1731225130.9782991,6800,108.0913314819336
1731225131.5081193,6825,106.63416290283203
1731225132.0364692,6850,107.20004272460938
1731225133.6266117,6925,108.95533752441406
1731225135.3828945,7000,108.18461608886719
1731225137.4635034,7100,109.66859436035156
1731225137.9934442,7125,110.31686401367188
1731225139.072867,7175,109.47891235351562
1731225140.165586,7225,110.6741943359375
1731225140.701686,7250,109.92395782470703
