Wall time,Step,Value
1731316150.8457005,19,15.06551456451416
1731316151.4676511,25,14.657280921936035
1731316153.2633119,41,14.708606719970703
1731316153.4794662,43,14.68131160736084
1731316153.7970076,46,14.645112037658691
1731316154.954119,57,15.033546447753906
1731316156.5602975,72,14.661748886108398
1731316156.8667643,75,14.873167037963867
1731316158.9904995,95,14.650063514709473
1731316160.212482,107,14.681408882141113
1731316162.3399458,127,14.684103012084961
1731316165.3808959,156,14.766655921936035
1731316165.7074442,159,14.777091979980469
1731316166.6789417,168,14.857288360595703
1731316168.3514695,184,14.661478996276855
1731316168.5787704,186,14.668919563293457
1731316173.3481295,230,14.62314510345459
1731316173.8687246,235,14.655108451843262
1731316175.4530327,250,15.056363105773926
1731316176.0736008,256,14.700891494750977
1731316176.6167178,261,14.799614906311035
1731316177.3541572,268,14.748200416564941
1731316177.9746957,274,14.751036643981934
1731316181.6657717,309,14.811593055725098
1731316181.8708498,311,14.685968399047852
1731316182.6967313,319,14.675333023071289
1731316184.9352145,340,14.728959083557129
1731316185.7973857,348,14.97280216217041
1731316187.8911314,368,14.723408699035645
1731316193.6758049,422,14.652687072753906
1731316193.7804017,423,14.981592178344727
1731316195.6218848,440,14.782942771911621
1731316195.9279745,443,14.818194389343262
1731316196.2385411,446,14.692756652832031
1731316197.8434944,461,14.61170768737793
1731316198.1633637,464,14.732282638549805
1731316198.266871,465,14.68655776977539
1731316199.313414,475,14.924092292785645
1731316201.3219259,494,14.713895797729492
1731316203.564587,515,14.695274353027344
1731316205.337809,532,14.748647689819336
1731316205.8596606,537,14.760931015014648
1731316208.7304137,564,14.719338417053223
1731316209.7963855,574,14.663227081298828
1731316210.4419801,580,14.933988571166992
1731316211.1807745,587,14.799365043640137
1731316211.28129,588,14.721455574035645
1731316214.746022,621,14.637094497680664
1731316214.9571843,623,14.674229621887207
1731316216.2500544,635,14.68658447265625
1731316216.9994826,642,14.68608570098877
1731316217.1075416,643,14.637529373168945
1731316217.326141,645,14.676734924316406
1731316217.6366405,648,14.917181015014648
1731316217.8531802,650,14.808032035827637
