Wall time,Step,Value
1731747540.8466148,1000,107.88531494140625
1731747541.1352813,1010,106.20927429199219
1731747541.4807785,1020,126.2596435546875
1731747541.749194,1030,97.39996337890625
1731747542.0279996,1040,118.17555236816406
1731747542.310283,1050,114.92960357666016
1731747542.5878377,1060,105.52079772949219
1731747542.8769703,1070,103.22151947021484
1731747543.1436074,1080,112.84881591796875
1731747543.4198673,1090,104.86951446533203
1731747543.7024136,1100,109.07514953613281
1731747543.976891,1110,89.38252258300781
1731747544.2611446,1120,94.9169921875
1731747544.5327709,1130,83.9032974243164
1731747544.8339255,1140,79.36373901367188
1731747545.1420095,1150,80.09263610839844
1731747545.4719017,1160,64.15679168701172
1731747545.762767,1170,77.44343566894531
1731747546.0488648,1180,67.86857604980469
1731747546.3399527,1190,64.87452697753906
1731747546.6206195,1200,50.522552490234375
1731747546.8897436,1210,61.47551727294922
1731747547.1678402,1220,48.47856903076172
1731747547.6637793,1230,43.73334503173828
1731747547.9612098,1240,46.03899383544922
1731747548.3329961,1250,54.88843536376953
1731747548.6595542,1260,38.64886474609375
1731747548.9858716,1270,42.367923736572266
1731747549.3079014,1280,36.37583541870117
1731747549.6454604,1290,38.470176696777344
1731747549.9096859,1300,34.48253631591797
1731747550.1992207,1310,46.3116455078125
1731747550.5103705,1320,34.80681228637695
1731747550.7884498,1330,34.45344543457031
1731747551.0770042,1340,41.03321075439453
1731747551.3781102,1350,35.63591766357422
1731747551.6611457,1360,35.415409088134766
1731747551.9621475,1370,34.78916549682617
1731747552.2533414,1380,34.3880500793457
1731747552.518968,1390,38.513938903808594
1731747552.7851567,1400,37.84125518798828
1731747553.0857055,1410,28.810733795166016
1731747553.3667848,1420,30.7498779296875
1731747553.642912,1430,35.24454879760742
1731747553.976844,1440,39.05620193481445
1731747554.2537558,1450,35.117401123046875
1731747554.5561154,1460,37.29801559448242
1731747554.8514922,1470,32.11810302734375
1731747555.14412,1480,34.05458068847656
1731747555.4205272,1490,29.04104995727539
1731747555.7155015,1500,35.152488708496094
1731747556.0040526,1510,26.232444763183594
1731747556.2830708,1520,39.619468688964844
1731747556.572946,1530,34.606971740722656
1731747556.8452153,1540,37.9498176574707
1731747557.1275067,1550,27.39406967163086
1731747557.4270487,1560,29.494182586669922
1731747557.7155955,1570,27.638111114501953
1731747558.0534625,1580,32.60563659667969
1731747558.3503838,1590,36.16943359375
1731747558.6556747,1600,31.767709732055664
1731747558.9397147,1610,36.35878372192383
1731747559.2530413,1620,29.955581665039062
1731747559.5516956,1630,33.59541320800781
1731747559.822845,1640,32.216224670410156
1731747560.1053972,1650,34.335113525390625
1731747560.3966186,1660,29.47927474975586
1731747560.668658,1670,30.637405395507812
1731747560.9464908,1680,32.6055908203125
1731747561.2377264,1690,29.965465545654297
1731747561.5170794,1700,31.51571273803711
1731747561.7911906,1710,29.66187286376953
1731747562.0767422,1720,32.58425521850586
1731747562.3570364,1730,27.418495178222656
1731747562.6383812,1740,27.879926681518555
1731747562.9957738,1750,29.771804809570312
1731747563.2993178,1760,33.82512283325195
1731747563.6253974,1770,39.63246154785156
1731747563.9074495,1780,28.822824478149414
1731747564.226016,1790,35.07646179199219
1731747564.492669,1800,29.48857879638672
1731747564.7867866,1810,32.12044143676758
1731747565.0708282,1820,27.864791870117188
1731747565.3541744,1830,27.374134063720703
1731747565.6281943,1840,32.5181770324707
1731747565.930499,1850,29.496213912963867
1731747566.2265193,1860,30.278440475463867
1731747566.5509043,1870,29.56277847290039
1731747566.8406317,1880,30.885028839111328
1731747567.1303077,1890,27.971553802490234
1731747567.44696,1900,31.04380226135254
1731747567.7576227,1910,25.18631362915039
1731747568.0596788,1920,27.49936294555664
1731747568.3394182,1930,31.183570861816406
1731747568.648353,1940,32.52159881591797
1731747568.9575038,1950,29.54189682006836
1731747569.2493975,1960,26.965463638305664
1731747569.549056,1970,28.372936248779297
1731747569.9483788,1980,29.956886291503906
1731747570.3074813,1990,29.129016876220703
1731747570.6410398,2000,27.00684356689453
1731747570.9453728,2010,24.30754852294922
1731747571.2361035,2020,28.186786651611328
1731747571.5084853,2030,28.148834228515625
1731747571.783253,2040,29.18925666809082
1731747572.0722954,2050,31.296152114868164
1731747572.3654068,2060,26.395648956298828
1731747572.6689613,2070,27.741802215576172
1731747573.0074856,2080,23.251487731933594
1731747573.2905595,2090,27.250944137573242
1731747573.5704286,2100,27.65985870361328
1731747573.8668032,2110,24.854450225830078
1731747574.1685884,2120,27.131385803222656
1731747574.464135,2130,28.192047119140625
1731747574.7468886,2140,24.809085845947266
1731747575.0219693,2150,25.14686393737793
1731747575.3169794,2160,22.455774307250977
1731747575.6066177,2170,23.858823776245117
1731747575.8979244,2180,29.93389892578125
1731747576.198173,2190,23.536056518554688
1731747576.48399,2200,28.05691909790039
1731747576.774161,2210,25.74597930908203
1731747577.0525546,2220,23.076278686523438
1731747577.3383243,2230,24.454116821289062
1731747577.6224618,2240,30.108184814453125
1731747577.9436157,2250,23.7558650970459
1731747578.235695,2260,28.603973388671875
1731747578.5281358,2270,26.18337631225586
1731747578.7902896,2280,20.795875549316406
1731747579.0908492,2290,27.823698043823242
1731747579.39167,2300,22.600168228149414
1731747579.664217,2310,26.68564224243164
1731747579.9621222,2320,25.743221282958984
1731747580.24145,2330,23.801864624023438
1731747580.5265532,2340,26.72671890258789
1731747580.8216703,2350,22.073789596557617
1731747581.1132202,2360,30.051422119140625
1731747581.4009182,2370,25.201126098632812
1731747581.695393,2380,27.209327697753906
1731747581.9725657,2390,23.495271682739258
1731747582.286588,2400,26.157346725463867
1731747582.5510988,2410,22.86944580078125
1731747582.8607726,2420,26.4858341217041
1731747583.1796572,2430,27.441890716552734
1731747583.4597394,2440,29.71337127685547
1731747583.8106298,2450,27.528621673583984
1731747584.0941832,2460,25.192119598388672
1731747584.396807,2470,24.778759002685547
1731747584.7113664,2480,26.364885330200195
1731747585.0716443,2490,26.09292984008789
1731747585.6401472,2500,26.601516723632812
1731747585.9875617,2510,22.655128479003906
1731747586.3654883,2520,27.7598819732666
1731747586.810535,2530,26.736492156982422
1731747587.2274287,2540,23.25130844116211
1731747587.6195345,2550,25.99466323852539
1731747587.9493284,2560,28.89447784423828
1731747588.227036,2570,21.838586807250977
1731747588.5133417,2580,24.198213577270508
1731747588.8016298,2590,22.457834243774414
1731747589.0957844,2600,22.221050262451172
